id,text,sentiment
4144,"RT @GOPrincess: BEN CARSON:  Hillary counts on the fact that people are uninformed.  

#GOPdebate. #whatDifferenceDoesItMake",Negative
4145,"RT @Braun23Austin: Enough #GOPDebate! 3,000 light-years away, a dying star known as the Cat Eye Nebula throws off shells of glowing gas! ht…",Negative
4146,The #GOPDebate is actually terrifying. These are real people that could have real power and are bonafide racists and sexists.,Negative
4147,"@riley1999 @megynkelly is a closet democrat; actually, after the #GOPDebate she's come out of the closet #KellyFile #KellyFailed",Negative
4148,I suppose you could sell baby parts like #PlannedParenthood and yell about #equality #GOPDebate #tcot #statist ..SMH https://t.co/f7it1d65na,Negative
4149,"#Trump getting shit for raising his hand last night! Make ""America"" great again is the slogan! Not ""Republicans!"" #GOPDebate     #13",Negative
4150,Our democracy remains in dire straits cause it aint working as long as they get money for nothing and we get dicks for free #GOPDebate,Negative
4151,.@ericbolling we want someone young and a leader who can lead us into the future! #StudentsForRubio #outnumbered #GOPDebate,Positive
4152,"RT @_HankRearden: Some GOP candidates say we need a 'new America,' but in reality we just need the old one back. #GOPDebate  #Trump2016 htt…",Neutral
4153,RT @LadyAodh: The anti-white establishment is doing its best to eliminate Whites. #WhiteGenocide #GOPDebate #cuckservative http://t.co/yocu…,Negative
4154,"What are the odds @megynkelly has a fill-in for tonights show? Someone tweet please, won’t be watching. #GOPDebate @FoxNews",Neutral
4155,RT @DeVryGuy: Chris Christie's moose knuckle has my vote. #GOPDebate http://t.co/8LEzrZETaC,Neutral
4156,RT @savvyliterate: Don’t anyone dare vote for Scott Walker. He would rather let a mother die than concede that he’s wrong about how pregnan…,Negative
4157,"@CarlyFiorina is one poised, graceful, and determined woman. I can get behind that any day #GOPDebate",Positive
4158,RT @kuya_joshua: There's gonna be hell toupee if Donald Trump is the nominee. #GOPDebate,Negative
4159,RT @tkords: Just finished the #GOPDebate. Two hours of excellent tough questions without a single one being properly answered or addressed.,Negative
4160,RT @TPEquality: Gay rights opponent Rick Santorum says during #GOPDebate he supports equality under the law -  http://t.co/XsJbavYifu http:…,Negative
4161,RT @MarkDavis: #MegynKelly dogs #BenCarson on some meaningless gaffes.  We're off to a great start. #GOPDebate,Negative
4162,"Before I even get started on the #GOPDebate last night, head over to le #blog to see a #new post! --&gt; http://t.co/OpqAUDGvcv",Neutral
4163,@cassandra17lina Could actually be a democrat trying to help the democrats? #Trump #GOPDebate #Trump2016,Negative
4164,Lots of positives &amp; negatives @ last night's #GOPDebate - but why was @RandPaul the only candidate to bring up #Furguson &amp; #Baltimore?,Positive
4165,My thoughts on the #GOPDebate : YAY.,Positive
4166,#Out - @krauthammer is correct. Trump was biggest loser in #GOPDebate. @AndreaTantaros &amp; Eric are wrong. Smart women will dump Trump.,Negative
4167,"RT @TheDailyEdge: Scott Walker: ""We should treat everyone the same in America. Except women, of course."" #GOPDebate http://t.co/jUvKRjrQOT",Negative
4168,RT @j_a_tucker: Psst! Wanna see the Twitter data from last night’s #GOPDebate? We won’t tell anyone... @monkeycageblog http://t.co/BJq8HSR4…,Neutral
4169,RT @americnhumanist: Lot of anger in this debate. Where's the compassion? Where's the empathy? #humanism #GOPDebate,Negative
4170,Last thing: Pick someone for who they are not what the media portrays them to be. #GOPDebate,Neutral
4171,#GOPDebate @realDonaldTrump can you imagine this buffoon addressing world leaders?,Negative
4172,#GOPDebate so #PlannedParenthood is the right's new Big bird.....,Neutral
4173,Quite something to watch the #GOPDebate vs the Canadian PM debate. How can anyone take American politicians seriously?,Negative
4174,"This makes me laugh, it's entertaining. But it doesn't make me want to give my vote to @realDonaldTrump. #GOPDebate  https://t.co/STg5uiBZl5",Negative
4175,In the spirit of the #GOPDebate. #JoinUsSteve http://t.co/mRRu7B0BBW,Neutral
4176,Next #GOPDebate #Trump needs to let me do something with that hair!!!!! #fashion,Negative
4177,"#GOPDebate ""We got nothing. And Iran gets everything they want."" @GovMikeHuckabee #MarshaMarshaMarsha",Negative
4178,"This prick can call the death of #KateSteinle a ""little thing,"" but Trump can't call someone a dog. #GOPDebate #PC https://t.co/YsI1O5TJ4q",Negative
4179,RT @JensenClan88: This is like if everyone you hate on Facebook had dinner together. #GOPDebate,Negative
4180,"Rubio Life begins at conception Well said!
@marcorubio schools @ChrisCuomo http://t.co/InV8kphTr9
Not above Mr. Rubios pay grade
#GOPDebate",Positive
4181,"Kept thinking when #GOP Governors in the #GOPDebate talk about their 'accomplishments', yeah but u FAILED and are unpopular 4 it @bellobass",Negative
4182,"RT @He_Has_Failed: 200,000 votes over at Drudge and Trump is absolutely dominating the #GOPDebate 
#tcot http://t.co/kU0ul7HZQY",Positive
4183,"RT @MaraDolan: Midi Scrum on the #GOPDebate with @Kadzis and @reillyadam, h/t @amandaemcgowan. (I think everyone is sleepy today.) http://t…",Negative
4184,#GOPDebate in 60 seconds https://t.co/moibjSpUol,Neutral
4185,Props to @FoxNews for the GREAT questions.  @megynkelly @BretBaier @FoxNewsSunday #GOPDebate,Positive
4186,RT @larryelder: Worse than an unprepared candidate is blind support for one. I was pulling for #DonaldTrump. But he needs to raise his game…,Negative
4187,@realDonaldTrump childish attacks specifically on @megynkelly you'll never become POTUS. You can mess you a wet dream. #GOPDebate,Negative
4188,"RT @HensleywkAo: “@FrankLuntz: I'm getting a lot of @MegynKelly hatemail tonight. 😆

#GOPDebate”.  You were pretty bad too. Your findings w…",Negative
4189,RT @AmyMek: Freedom is not free we must fight for it every day - Ben Carson #GOPDebate,Neutral
4190,"They were so busy convincing us of the American Nightmare, they have forgotten to engage us with an American Dream. #GOPDebate",Negative
4191,@BretBaier You were professional and did an excellent job moderating! #GOPDebate @SpecialReport,Positive
4192,The real question should be as president of the USA will you defund #PlannedParenthood #GOPDebate,Neutral
4193,"RT @nottooshabbbbyy: Question: does the police target young black men? 
GOP candidates: lol I just want equality..&lt;3  #AllLivesMatter 
#GOP…",Negative
4194,@Livestream #GOPDebate as an  Independent voter I wanted 2 C why should I even consider voting Republican,Neutral
4195,RT @edwrather: Trump slams Megyn Kelly http://t.co/oBNQDPOemX via @worldnetdaily #GOPDebate #Tcot #ccot #pjnet #WakeUpAmerica #MakeDCListen,Positive
4196,"The gave Trump twice as much speaking time as Walker #GOPdebate 
#TCOT #LNYHBT",Negative
4197,"RT @Writeintrump: Hey Jeb Bush, explain to Kate Steinle how illegal immigration is an act of love.  #GOPDebate",Negative
4198,"RT @MrSoLo_DoLo919: Re-fucking-tweet!!

RT @Squintz1983: #GOPDebate pretty much http://t.co/Mw4muTXjgU",Negative
4199,Sorry Rand supporters. 9/11 was a big deal. #SitDownRand #GOPDebate,Negative
4200,My clear winners have been my favorites from day 1. @marcorubio &amp; @CarlyFiorina  #GOPDebate. I'd like to see both on 1 ticket. Thoughts?,Positive
4201,"That @FoxNews is so left wing, I'm going to switch to the fair &amp; balanced MSNBC. #GOPDebate",Negative
4202,Ted Cruz with Sean Hannity Before the #GOPDebate https://t.co/uEI9x7v2Yi via @YouTube,Neutral
4203,RT @queertardo: @Salon 2nd Favorite #GOPDebate Meme on internet! http://t.co/RnYUvlHv4D,Negative
4204,Why was @seanhannity not asking the questions instead of Kelly? #GOPDebate,Negative
4205,"RT @SabrinaSiddiqui: Carson: ""I'm the only one to separate Siamese twins."" Kinda hard to outdo that. #GOPDebate",Negative
4206,That's how a @realpresidentialcandidate acts?  That's how a real ADULT acts?  Did @realDonaldTrump get his wittle feewings hurt? #GOPDebate,Negative
4207,"When Trump says it its not being PC, if you say it about Trump his lawyer calls you. #hypocrisy #GOPDebate #UniteBlue",Negative
4208,RT @ScottWalker: What do you do when you have a surplus? Return it to the taxpayers. They know how best to spend it  #GOPdebate http://t.co…,Neutral
4209,"RT @Ally_Eddy: Do u think trans people should serve in the military? ""THE MILITARY IS not A SOCaiL EXPERIMENT WE ARE heRE TO KILL PPL"" ...k…",Negative
4210,"Marco Rubio's ears are so big his campaign slogan should be ""Marco Rubio definitely hears your concerns"" #GOPDebate",Negative
4211,RT @Mangaminx: I am now going to watch the #GOPDebate (a little late). America: the rest of us hope you eventually vote for the one thats l…,Neutral
4212,The 3 Most and Least Libertarian Moments of The First #GOPDebate #StandWith Rand http://t.co/K8ZX2dJwrB,Neutral
4213,Debbie Wasserman-Schultz had nothing intelligent to say post #GOPDebate During @FoxNews interview so Blurs out 'GOP is  'Misogynistic',Neutral
4214,.@WSJ and here is what viewers actually listened to during the #GOPDebate: http://t.co/ictHu0QKXK http://t.co/7CgVSd2LoQ,Neutral
4215,RT @SooperMexican: quit trying to make Kasich a thing. #GOPDebate,Negative
4216,This is mostly a left wing Democratic issue anyway... #GOPDebate  https://t.co/S1R0Xw1JTy,Negative
4217,RT @pattonoswalt: It's simple: Trump doesn't not want to not say he won't pledge not running against the winner if he does or doesn't not w…,Negative
4218,"RT @HensleywkAo: #GOPDebate Rough night for @FoxNews , @megynkelly &amp; Chris Wallace were unprofessional &amp; had axe to grind. Followed up by p…",Negative
4219,"@theblaze: ""(@AP) Fact Check: Which (#GOP) Candidates Veered From the Truth in First Debate?"" #GOPDebate http://t.co/tzW4Y7Ev6U",Negative
4220,"RT @FredZeppelin12: #GOPDebate 

Bush ⬇️
Cruz ⬆️
Walker ↔️
Trump...Trump
Rubio ⬆️",Neutral
4221,"#Toughchoices for today's conservative woman: am I a fat pig, an incubator, or just irrelevant? #GOPDebate #GOPmisogyny #brightfutures",Negative
4222,RT @ChristianCalls1: TRIVIA:  Who is the only candidate to have proposed cutting spending by a TRILLION dollars during his first year as Pr…,Negative
4223,The more I read that Trump lost the #GOPDebate. the more I'm convinced that his poll numbers are only going up.,Positive
4224,RT @hemantmehta: Can we just build a fence around Trump? #GOPDebate,Negative
4225,"I guess I'm just grateful to Rand Paul for allowing me to use the word ""shrill"" to describe a man. #thanksrand #gopdebate",Negative
4226,".@OKnox and @sbg1: #GOPDebate was good reality TV, but not a great discussion of the issues:   http://t.co/C7fwjMdQcZ",Neutral
4227,RT @papa_welch: The #GOPDebate would be even more entertaining if a pretty lady had to choose one of those old guys at the end &amp; give him a…,Neutral
4228,How is it Hollywood can't get Dr. Doom right once and foxnews got it right 10 times last night? #GOPDebate,Positive
4229,Trump doesn't answer questions he just shits out a semi coherent sentence with a bunch of charged words thrown in there #GOPDebate,Negative
4230,RT @JoshuaHenne: Example #467 of @ChrisChristie campaign not ready for primetime: checkout #ChristieDebates to see how few tweeters they li…,Negative
4231,"So many mentions of fetuses, almost no mentions for the people who carry them. #GOPDebate #AntiChoice",Negative
4232,"Hi @RealBenCarson attend our event, Sept 26! We are in contact with campaign, pls say yes! AllAmericanRally.us  #GOPDebate - please RT",Positive
4233,Real talk. Trump won the debate of the out of touch candidates. #GOPDebate,Positive
4234,Where was the discussion about #incomeinequality last night? #GOPDebate,Neutral
4235,"Contrary to Trump's views, the FOX News debate moderators were on brilliant form last night. #gopdebate",Negative
4236,RT @TheNormanLear: Jeb Bush is making a great case for his staying in Florida. #GOPDebate,Positive
4237,"RT @MikeJMele: My review of the #GOPDebate 

“(Republican) Party Over Here”
http://t.co/OpcKHOl3f5

#DonaldTrump #HillaryClinton #Abortion",Negative
4238,RT @OriolesFanProbz: I'm disappointed that none of the candidates were asked for their thoughts on defensive shifts in baseball. #GOPDebate,Negative
4239,Love that Gov Christie gave it to Rand Paul. #GOPDebate,Positive
4240,"Well #FoxNews &amp; #MegynKelly, the @realDonaldTrump hitjob blew up. Tops @Time poll #KellyFile #GOPDebate #DonaldTrump http://t.co/PhQU2mpmbG",Neutral
4241,RT @JesseWasFugly: .@ScottWalker looks like he wants to suck @BenCarson2016's dick. #GOPDebate,Negative
4242,"I've said it before: if he talks to Rosie O'Donnell, and now Megyn Kelly, like that, imagine how he'd speak to Angela Merkel. #GOPDebate",Neutral
4243,"RT @StephHerold: ""You have moms, you have daughters, and you don't care about women? Shame on you."" - local laundromat political analysis o…",Negative
4244,"RT @MikeJMele: Review of the #GOPDebate 

“(Republican) Party Over Here”
http://t.co/OpcKHOl3f5

#DonaldTrump #HillaryClinton #Abortion",Neutral
4245,"Most of the debate was @FoxNews attacking @realDonaldTrump and missing the mark, although it was entertaining #GOPDebate",Negative
4246,"They gave Trump almost twice as much speaking time as Cruz at #GOPdebate 
#TCOT #LNYHBT",Negative
4247,@Livestream #GOPDebate thank you for letting me watch the lame Republican Debate last night  Live Stream,Negative
4248,RT @ScottWalker: .@BarackObama’s nuclear agreement with #Iran will be remembered as one of America's worst diplomatic failures. #GOPdebate …,Positive
4249,"RT @ShunStrickland: #GOPDebate completely out of touch with most of the America people. Nothing for women, the poor or people of color. Sha…",Negative
4250,RT @RMConservative: .@marcorubio voted against amdt to build the fence b4 implementation of amnesty http://t.co/5guj7PE5Ei #CampaignConserv…,Neutral
4251,Trump knows people are angry and he is playing you like a fool. He has no business in this presidential process #GOPDebate,Negative
4252,"#FoxNews hosts were fist bumping each other after the #GOPDebate was over. Megyn ""Crowley"" was particularly proud of herself. #TCOT",Negative
4253,#DonaldTrump responds to @FoxNews moderators. #GOPDebate  https://t.co/uNpWf1GmAW,Neutral
4254,How I feel about politics #GOPDebate http://t.co/uprwVEI4kR,Negative
4255,RT @abburgess95: Now I see why political commentators have been saying to watch out for @GovMikeHuckabee in the #GOPDebate. He's making som…,Positive
4256,"RT @ZanP: ""THE ARTICLE"" on #GOPDebate must read! Nails It!💥 https://t.co/xMDbTj39kC",Neutral
4257,"Any Conservative Who Thinks Chris Christie Won Last Night, You Need To Leave Our Party Immediately.
#GOPDebate",Negative
4258,"The moderator on the #GOPDebate last night named her son after Margaret Thatcher, (His name's Thatcher, not Margaret i hasten to add)",Neutral
4259,RT @foxnation: .@KennedyNation Asks Clinton Spokeswoman 'WHERE IS THE SERVER?' http://t.co/znS4H8klxb #GOPDebate http://t.co/kbJhqAc68x,Neutral
4260,"Trying to figure out last nights #GOPDebate is like trying to follow this season's True Detective, confusing and just plain awful.",Negative
4261,RT @GlenGilmore: Here's how much each candidate spoke throughout the #GOPDebate: http://t.co/90Xa4VCINU @WSJ http://t.co/bcTaj3xDGA,Neutral
4262,"THINGS I LEARNED WATCHING THE #GOPDebate:  
You’d never know but I do not watch Fox News -I liked Meagan Kelly.  she is smart, quick &amp; witty",Positive
4263,RT @EqualityPrius: After tonight's #Circus #GOPClownCar #GOPDebate - More convinced than ever @HillaryClinton needs to be next #POTUS http:…,Negative
4264,"RT @NaphiSoc: A clear consensus is emerging on who won the #GOPDebate last night
#UniteBlue
#GOPTBT http://t.co/2de88aAFS3",Neutral
4265,@AndreaTantaros @ericbolling I'm with you regarding @realDonaldTrump. Sadly @FoxNews as an establishment is biased.  Blatantly. #GOPDebate,Negative
4266,"@4apostles Term limits, pay limits, &amp; perks limits for Congress.  Now.  Put an end to career politicians.  #GOPDebate #tcot",Negative
4267,@megynkelly Did @CandyCrowley coach you for last nights #GOPDebate ? @FoxNews @realDonaldTrump,Positive
4268,RT @PhillyD: Bringing up the Constitution or Ronald Reagan at the #GOPDebate is like when a musician screams the name of the city he is pla…,Neutral
4269,"RT @ShunStrickland: When people tell you who they are, believe them. #GOPDebate",Negative
4270,"Funny but very sad last night. Where was climate change, equal pay, voting rights, police violence? #GOPDebate http://t.co/HB39E72Urg",Negative
4271,"RT @ImJustCeej: When the #GOPDebate candidates finally meet God, and see a She's a black woman http://t.co/ObWklPfUbQ",Negative
4272,There are so many GOP candidates I hope @nbcsnl does skits featuring the primaries Miss America style. #GOPDebate #notreadyforprimetime,Neutral
4273,"RT @CHEESEnCRACKRS: 2/2 Because the rights of women, Indigenous people &amp; people of colour, and people who practice non-Western faith are cr…",Neutral
4274,"@FrankLuntz @maxwelltani
Think anyone failed to note #GOPDebate &amp; your afterparty was to intended to derail Trump? Fair n balanced my ass.",Negative
4275,RT @snarkylibdem: Bernie Sanders live-tweeted the #GOPDebate http://t.co/qQNDj3bCsl via @HuffPostPol,Neutral
4276,RT @ShunStrickland: Not only did @realDonaldTrump justify his comments about women &amp; threaten @megynkelly not one other candidate stood up …,Negative
4277,@KellyO biggest loser in last night's #GOPDebate - the environment. Meanwhile in Canada's leader's debate last night ... #elxn2015,Negative
4278,I just heard Megyn Kelly's question to Trump! His comeback w Rosie O'Donnell was appalling but predictable! #GopDebate,Neutral
4279,2016 bender starts now #SkimmLife #GOPDebate http://t.co/t2q5a1ZFJA via @theSkimm,Neutral
4280,"RT @micnews: 4 years after booing a gay soldier, the #GOPDebate crowd cheered LGBT acceptance http://t.co/k7WaKz1g5Q http://t.co/qE2TpUTVW3",Neutral
4281,9 gifted politicians. One broken party. And Trump. @jbview http://t.co/2pdDvLim2u via @BV #GOPDebate,Negative
4282,Jeb Bush underperforms at the #GOPDebate,Negative
4283,"RT @larryelder: When's the last time you heard someone praise ""single payer"" like Trump did last night? Oh, now I recall:
http://t.co/IAmJu…",Neutral
4284,"Separation of church and state, we never knew ye. #GOPDebate",Negative
4285,"RT @PoliticalShort: The same candidates I support after watching #GOPDebate are the very same  ones @FoxNews showed their hatred for-Trump,…",Negative
4286,".#GOPDebate was typical. No plan on how to make YOUR life better, but plenty on how to increase pain and misery. #p2",Negative
4287,RT @TheCatWhisprer: I'm hosting a #GOPDebate watch party at the Bob Evans if anyone wants to come. They're staying open past 9PM. It's gonn…,Neutral
4288,RT @JaniceDean: The @FoxNews #GOPdebate was excellent.  If you can't take the heat get out of the kitchen.  Bravo to @megynkelly @BretBaier…,Positive
4289,RT @MattyIceAZ: Donald Trump's points on immigration lack evidence? Like that ever stopped Republicans from believing such claims before.#G…,Negative
4290,"Hey @GOP, #Trump Trump he's your man, if he can't lose it, nobody can!
Well actually all u showed in #GOPDebate is LOSERS
#GOP is not legit",Negative
4291,Huckabee wants pimps and prostitutes to be paying their fair share of tax via the Fair Tax. Oh… #GOPDebate,Negative
4292,"Trump announcing he'd run as an Independent,  being exposed as Democrat, then going off on Megyn Kelly hurts that. #GOPDebate",Negative
4293,@CarlyFiorina Runs Circles Around Chris Matthews Over Hillary’s Record https://t.co/KGwEXWjbsy @bassalid @FreeBeacon #GOPDebate,Negative
4294,RT @DLoesch: Trump says his ability to buy politicians is “an example of a broken system.” #GOPDebate,Negative
4295,No chill on the internet. Not one day! #GOPDebate http://t.co/KfC4G4E3QG,Negative
4296,YES @rushlimbaugh. We're waiting on your take on the excellent performances by the #GOPDebate candidates and the HORRENDOUS job by @FoxNews.,Negative
4297,"the fact that it WASNT EVEN A DEBATE AT ALL. It was literally pundits saying ""remember the time you said X? Bish how bout now!?"" #GOPDebate",Negative
4298,RT @AZPatriot01: The #Democrat Party: Sixth Graders with a Twitter Account. #GOPDebate #Republicans #TCOT http://t.co/kRxlRbzGe1 http://t.c…,Negative
4299,@realdonaldtrump should be Donald #stump. He was horrible at the #gopdebate. He talked a lot but said NOTHING.,Negative
4300,"RT @rodimusprime: Now a question for Ben Carson... racism is that a thing?

Ben: No.

Fox News: You may go now.

#GOPDebate",Negative
4301,"Ted Cruz's embarrassingly simplistic ""kill em all"" view of insurgency makes him completely unqualified to be commander-in-chief. #GOPDebate",Negative
4302,"RT @This_isAwkward: Hope for America. 
#GOPDebate #nofuture #ronpaulforpresident
#nyc #newyorkcity #brooklyn #graffiti https://t.co/mp1yw3e…",Neutral
4303,"Respecting women is  being ""politically correct"", but  then you complain about being bullied during the questioning? OK
#GOPDebate",Negative
4304,The woman on her knees was under a Clinton desk #GOPDebate,Neutral
4305,"By all accounts, the #GOPDebate seems to have gone as expected.",Neutral
4306,So Trump uses the GOP stage as he wants but reserves the right to destroy GOP chances in 2016 at any time? Great GOP leadership. #GOPDebate,Neutral
4307,"The more I read about the #GOPDebate, I am convinced that the party is becomig Onion-proof. Satire can't compete with the real deal",Negative
4308,RT @joshrobin: Good point by @bobhardt on @SenSchumer #irandeal rejection -- hiding it while political world watches #gopdebate http://t.co…,Positive
4309,"RT @docrocktex26: Compassionate conservatism died (if it ever existed), and they didn't even hold a funeral. Or is that what last night's #…",Negative
4310,Carly puts the boys to shame http://t.co/OkKM20uA94 #GOPDebate #SGP,Negative
4311,Bernie Sanders live-tweeted the #GOPDebate http://t.co/cTPFxVEFqB via @HuffPostPol,Neutral
4312,"RT @Team_Rand: .@ScottWalker’s Real Record On Taxes &amp; Jobs In Wisconsin &gt;&gt;&gt;https://t.co/OUYTrd7Vik
#StandWithRand #GOPDebate http://t.co/p9…",Negative
4313,"RT @ZeitgeistGhost: Yep, the horrible stuff said in the #GOPDebate shows how low the #GOP has sunk.  Disgusted and revolted by them @Didika…",Negative
4314,The #GOPDebate disappointed me. I was sure Stone Cold Steve Austin would make a surprise appearance or that the cage would come down.,Negative
4315,RT @eiffeltyler: It has been 12 hours and I still cannot believe we gave national broadcast time to this question #GOPDebate http://t.co/EA…,Negative
4316,GOP insiders: Donald Trump is biggest loser http://t.co/I9ZcQsOkU4 #GOPDebate,Negative
4317,Did @realDonaldTrump really say the moderators of the #GOPDebate weren't professional? #AreYouKiddingMeWithThis,Negative
4318,"It's just sunk in that Megyn Kelly called last night's debate ""historic,"" and now I'm just depressed. 
#GOPDebate",Negative
4319,OK Trump you're the one who brought immigration to national stage sure lets go with that makes sense #GOPDebate,Positive
4320,RT @chaunceydevega: Kasich is not enough of a sociopath kill the useless eaters type to be the GOP nominee. #gopdebate,Negative
4321,RT @BiasedGirl: Can we skip the crap next time? Rick Perry and Carly are head &amp; shoulders above the others. #GOPDebate #Perry2016 #Carly2016,Positive
4322,RT @LilaGraceRose: .@GovMikeHuckabee reminds that we still have American hostages languishing in #Iran despite deal #FreeSaeed #GOPDebate,Positive
4323,RT @danamlancaster: Big fail last night for the digital arm of @FoxNews. http://t.co/k2c6axrECL #GOPDebate,Negative
4324,RT @LeonXDavis: Megyn Kelly is out here like… #GOPDebate http://t.co/76wfc1fzYo,Neutral
4325,"He's a great business man, but would Donald Trump make a good President? #donaldtrump #trump #gopdebate... http://t.co/tByO1WWvIs",Negative
4326,RT @KidFury: Everyone up there looks like an evil dentist. #GOPDebate,Negative
4327,10 million people watched FOX #GOPdebate last nite &amp; there's 40 million people tuned in right now to find out what I thought about it..-Rush,Negative
4328,"Do we want a Whiner for POTUS? http://t.co/sFWVH4ky44
#GOPDebate #TrumpisaWhiner #Election2016",Negative
4329,RT @JoshuaPStarr: Pre-NCLB there was little to no accountability for terrible results and enormous gaps. #gopdebate,Negative
4330,#GOPDebate JUSTICE IN AMERICA #SANDRABLAND #BlackLivesMatter http://t.co/r0xXbgvQb3,Neutral
4331,RT @BryanFuller: EAST COAST CANADIANS LOOKING FOR AN ALTERNATIVE TO THE U.S. #GOPDebate CAN WATCH #HANNIBAL INSTEAD,Negative
4332,"RT @NYTFridge: Trump: ""Jeremy's newspaper [@nytimes], a very good newspaper, has a beautiful story saying I won!"" #GOPDebate  https://t.co/…",Positive
4333,#Fiorina #Jindal #Perry #Carson got some traction last night-hope they capitalize today w/op eds &amp;social media #GOPDebate,Neutral
4334,He won in my book as well! #ImWithHuck #GOPDebate #th2016 #ccot #tcot #teaparty #pjnet https://t.co/0JzU3HdH3j,Positive
4335,"RT @NahBabyNah: Poll from Drudge Report; do you agree?

#GOPDebate http://t.co/qiuwGXNQaK",Neutral
4336,RT @StassiPost: A truth bomb from Dr. Carson #tcot #GOPDebate #RNR #ycot #ccot #WakeUpAmerica #Uniteright #teaparty #StandWithIsrael http:/…,Positive
4337,itsmeblueeyes: RT HuffPostLive: Last night's #GOPDebate in a nutshell. http://t.co/9rD7GdZAGG http://t.co/AuhlNZa3Ww,Neutral
4338,Did Donald Trump’s performance at the first #GOPdebate help or hurt him? http://t.co/hlUf1Iu3Qp http://t.co/DcSS6KwQne,Neutral
4339,karl_sans_marx: RT carmengoblue: It is like Miss America meets Jerry Springer. #gopdebate http://t.co/AuhlNZa3Ww,Negative
4340,"while pro-life nonsense @ the #GOPDebate was not amusing, the notion that #jizzisaperson, could only come from alpha asshat @GovMikeHuckabee",Negative
4341,ExposingTPGOP: The loudest messages from the #GOPdebate: #WarOnWomen is real &amp; #GOPWantsWar with #Iran to impose A… http://t.co/AuhlNZa3Ww,Negative
4342,RT @TyWahlbrink: It took the #GOPDebate 115 minutes to get to racism. And of course they ask the only person of color. Race is an issue all…,Neutral
4343,"RT @sarahkendzior: ""If I were trying to destroy this country here's what I do"" should really precede *everyone's* answer regardless the que…",Negative
4344,RT @markfbonner: You take @realDonaldTrump off the stage and last night’s #GOPDebate is watched by next to no one.,Negative
4345,Watching the #GOPDebate. Ben Carson and Trump even more insubstantial than I thought. Kasich impressive https://t.co/DlMwQuAZby,Neutral
4346,"Oh boy, time to see what @RushLimbaugh thinks! #GOPDebate",Neutral
4347,.@costareports @SCClemons HRC Became 11th #GOPDebate Candidate Last Night @CarlyFiorina &amp; @JohnKasich Topped Field! https://t.co/gOl1jgQp7j,Positive
4348,EiseOnThePrize: RT sobertacious: DEFUNDING PLANNED PARENTHOOD IS NOT SOMETHING TO BE PROUD OF #GOPDebate http://t.co/AuhlNZa3Ww,Negative
4349,RT @tramontela: More great coverage @WKSU @MLSchultze http://t.co/BryjH5EPif @MonchosBarCLE @montoyaisabelc #GOPDebate #TrumpEffect #ImPower,Positive
4350,lungtawellness: KatyTurNBC biggest loser in last night's #GOPDebate - the environment. Meanwhile in Canada's leade… http://t.co/AuhlNZa3Ww,Negative
4351,"HilltopTXlege: RT walterolson: My reaction, and that of CatoInstitute colleagues, to last night's #GOPDebate … http://t.co/AuhlNZa3Ww",Neutral
4352,RT @Sttbs73: The @GOP and @FoxNews are getting exactly what they deserve! #morningjoe #GOPDebate,Negative
4353,"RichieRichBor: RT DiabetesHeroes: The #GOPdebate was like a Disney movie. They all looked FROZEN, Megyn Kelly &amp; Tr… http://t.co/AuhlNZa3Ww",Negative
4354,At least he is not double speaking like those politicians... #GOPDebate  https://t.co/BRCvPWUfMh,Negative
4355,My takeaway from last night's #GOPDebate is basically this and only this. #RandPaul @ Cleveland Sucks https://t.co/i3eeMyV9XD,Negative
4356,"The Entrepreneurship Party believes winner of last night's GOP Debate was #1 Governor Jeb Bush followed by #2 John Kasich,#GOPDEBATE #jeb",Positive
4357,#Trump: I was born and I'm awesome so no one should have an abortion. #GOPDebate #cantarguewiththefacts,Positive
4358,I've seen more substance in a Michael Bay film than the whole entire #GOPDebate,Negative
4359,"RT @Team_Rand: .@RandPaul is a different kind of Republican &amp; the only candidate who will make the party bigger, better, &amp; bolder #StandWit…",Neutral
4360,#GOPDebate Best moments http://t.co/cDm3ARt29F,Neutral
4361,#GOPDebate congrats Kelly the liberals loved you maybe they will tune into your show https://t.co/T358iN0vYH,Negative
4362,Watching the #GOPDebate. What on earth are you doing America?,Neutral
4363,Favorite picture of #GOPDebate Night http://t.co/W3GRrYcJRI,Positive
4364,"In #GOPDebate, Rand Paul Goes on Offense http://t.co/AWd9UT0QVw via @usnews #StandWithRand",Neutral
4365,"RT @jimandrewsmusic: Donald Trump will prove what some have known for years. The presidency can be purchased and democracy is an illusion.
…",Negative
4366,@FoxNews Meghan Kelly was awful last night. She is getting a big ego and it is annoying. #GOPDebate,Negative
4367,RT @ChrisSonge: Who was the winner - American Capitalism -Fox News with ratings &amp; Brewers for all the beer drunk during this entertaining s…,Negative
4368,"RT @RubinReport: Trump in nutshell: ""We can't do anything right...vote for me."" #GOPDebate",Negative
4369,Still chuckling from the entertaining circus that was the #GOPDebate last night. BBC breaks it down well. http://t.co/VyYKKqe8Sp,Negative
4370,Trump leads among male voters... he also leads among female voters.  #GOPDebate,Positive
4371,RT @ThatsWhatJVSaid: Hearing the republicans talk about illegal immigration at the #GOPDebate like http://t.co/GbAxDfY0fg,Negative
4372,"TweetTw88036790: RT RedStateJake: NEWSFLASH: You need to be knocked down a peg or 3, megynkelly.

#GOPDebate #Kell… http://t.co/xV7tj6ywOL",Negative
